236.5596,191.0406,146.1956,134.2977,114.9685,106.1220,104.3290,91.1785,83.2650,79.8335,67.6274,64.0218,61.7988,53.9081,49.7524,46.2062,43.6403,41.8883,40.8618,39.5665,37.3528,36.3311,35.4143,33.3760,32.0681,30.3753,29.9206,27.9863,27.4561,27.0417,26.4090,26.1463,25.3072,25.0478,23.7960,23.0818,22.3679,21.5357,20.3008,19.7328,19.3567,18.5080,18.1459,17.7118,16.8780,16.1904,16.0188,14.7513,14.5827,13.9709,13.4293,12.3513,12.2320,11.5656,11.2171,10.8479,9.7094,9.5805,8.9991,8.7205,8.3917,7.6715,7.4653,7.1628,6.4320,6.3665,6.2842,5.8260,5.6292,5.3343,5.1712,4.8767,4.7838,4.6640,4.4766,4.3851,4.2310,4.1623,4.0074,3.9563,3.7534,3.6335,3.5184,3.4684,3.3317,3.2167,3.1635,2.9670,2.9405,2.8585,2.8512,2.7747,2.6292,2.5825,2.5517,2.4461,2.4230,2.4030,2.2990,2.2703,2.1674,2.1551,2.1320,2.1035,2.0583,2.0024,1.9739,1.9223,1.8684,1.8270,1.8015,1.7734,1.7354,1.7013,1.6645,1.6006,1.5672,1.5060,1.4877,1.4597,1.4323,1.3808,1.3499,1.3273,1.2481,1.2238,1.1729,1.1473,
290.4451,227.4910,213.7941,201.5715,172.1610,141.8747,129.8482,117.5705,96.6097,88.2754,78.1959,74.1210,70.5099,65.8491,58.3136,55.2503,50.0420,47.4314,46.3855,42.9658,42.1944,40.1860,39.0753,37.3378,36.8758,35.3956,34.5249,34.3191,33.2413,32.7950,31.9175,30.7013,29.7827,29.1104,28.4499,27.8210,27.0970,26.4817,25.7302,25.3414,24.3021,23.8651,22.9714,22.6108,21.9548,21.5062,20.9164,20.5537,19.5025,19.0991,18.7724,17.6814,17.3663,16.9057,16.7003,16.4754,15.7335,15.5475,15.1925,14.7351,14.4332,14.0572,13.4560,13.1711,12.8265,12.3015,12.1491,11.9008,11.5370,10.8641,10.5316,9.8166,9.6033,9.4324,9.4069,8.9241,8.5011,8.0382,7.8463,7.7001,7.3198,7.0090,6.7270,6.5381,6.4344,6.2295,6.0826,6.0027,5.9023,5.5215,5.2705,5.0939,4.9576,4.9303,4.7295,4.6799,4.5805,4.3874,4.1600,4.1377,3.9668,3.7823,3.6171,3.5921,3.4499,3.3645,3.2635,3.1568,3.1042,3.0113,2.9965,2.8951,2.8078,2.7214,2.6324,2.5927,2.4962,2.3417,2.2721,2.1953,2.1716,2.1409,2.0424,2.0080,1.9242,1.8294,1.7703,1.7339,
324.5914,229.4890,214.1470,198.7968,178.5353,153.9804,143.8217,126.0097,121.1348,109.7716,104.3492,96.6831,96.4438,81.7400,78.2989,69.6918,66.1782,61.6230,60.2750,56.3955,52.5004,49.9515,46.2606,45.6890,42.6191,42.4895,41.2986,38.6273,36.4154,35.6770,32.7061,32.3556,31.8497,30.6699,30.2825,29.4592,28.6575,27.5984,26.6626,26.2175,25.3540,24.1349,23.2684,22.9464,22.5323,22.1676,21.4226,20.7192,20.1532,19.7335,19.0894,18.7848,18.3651,17.4548,16.5941,16.5173,16.0389,15.5678,14.9694,14.6876,14.1332,13.8826,13.3416,13.1508,13.0048,12.6877,11.9143,11.5191,11.2308,10.3156,10.2091,10.0613,9.6658,9.5139,8.8714,8.6615,8.5083,8.2529,8.0945,7.9258,7.6135,7.0892,6.9220,6.7028,6.5717,6.4216,6.1208,6.0634,5.7821,5.6047,5.4516,5.1283,4.9369,4.7454,4.4543,4.3825,4.3280,4.1995,4.1092,3.9438,3.9073,3.5614,3.4461,3.4185,3.3298,3.2056,3.1070,3.0478,2.9931,2.8476,2.7806,2.7368,2.6231,2.4923,2.4511,2.3923,2.3029,2.2359,2.2171,2.0973,2.0267,1.9631,1.9268,1.8585,1.6956,1.6688,1.5363,1.4264,
303.7976,246.5152,220.7788,209.6557,158.2703,139.4039,115.8582,100.9725,92.3555,88.5437,79.6729,72.4854,66.4563,64.3931,56.6745,54.0155,50.2427,49.4274,45.0089,42.2075,41.7266,40.2361,39.2304,38.9037,37.2881,36.6177,35.3189,34.1416,33.5230,32.3161,31.8379,31.6176,30.6050,29.8933,29.0892,28.9035,28.0317,26.5932,26.2754,25.8871,25.3402,24.6020,23.6252,23.5715,23.2101,22.5371,21.5656,21.0519,20.8424,20.3736,19.9341,19.2042,18.4080,17.7164,17.4274,17.0775,16.3274,16.1126,15.1747,14.8780,14.2900,14.0487,13.6625,12.5840,12.2981,11.8113,11.4473,11.1703,10.9428,10.3902,10.2699,9.9210,9.5212,8.9061,8.6211,8.3856,8.3540,7.9998,7.8011,7.2671,7.0569,6.8285,6.4163,6.2467,6.2052,5.9297,5.7034,5.4834,5.3055,5.2120,5.1650,4.9119,4.5735,4.5131,4.3258,4.2356,4.0566,3.9598,3.9201,3.7544,3.6916,3.5587,3.5253,3.3527,3.1109,3.0672,2.9818,2.9330,2.8450,2.7483,2.6576,2.6264,2.5946,2.5088,2.4418,2.3629,2.3463,2.2880,2.2135,2.1031,2.0538,2.0072,1.9430,1.8656,1.8212,1.7725,1.7321,1.6322,
225.1747,201.7425,162.4017,142.7026,134.5883,114.7811,90.4002,74.1349,60.6759,48.7922,44.3606,36.4284,33.2542,29.7607,25.2773,23.9488,22.6799,20.9974,20.7545,19.7921,19.3321,17.8185,17.5075,17.1223,16.5374,16.2365,15.0667,14.4437,14.2509,13.4041,13.0909,12.4339,11.9355,11.0556,10.9475,9.7226,9.6242,8.4037,8.2695,7.8715,7.7134,7.0028,6.9138,6.6110,6.3143,6.2963,5.9805,5.6662,5.4386,5.4130,5.2236,4.9966,4.8983,4.5909,4.5204,4.3024,4.0103,3.9047,3.8412,3.7629,3.6568,3.5978,3.4445,3.3969,3.1970,3.0990,2.9952,2.9541,2.8248,2.7164,2.6806,2.6375,2.5371,2.4871,2.4609,2.4372,2.3586,2.3490,2.2882,2.2602,2.2000,2.1311,2.1013,2.0725,2.0058,1.9801,1.9352,1.9133,1.8799,1.8421,1.7820,1.7599,1.7478,1.7289,1.6912,1.6759,1.6322,1.6240,1.5930,1.5574,1.5504,1.5265,1.4588,1.4469,1.4242,1.4086,1.3838,1.3741,1.3299,1.3281,1.3077,1.2672,1.2571,1.2358,1.2115,1.1792,1.1640,1.1457,1.0984,1.0883,1.0728,1.0626,1.0505,1.0212,1.0060,0.9863,0.9515,0.9193,
314.3953,240.1091,216.9984,182.6774,153.8112,131.1242,110.7592,105.8350,96.2023,82.0084,79.5856,73.8982,69.3207,62.8443,61.0426,57.9123,54.7004,52.9332,51.4283,48.8536,47.6679,47.2434,45.1783,44.3165,43.3818,43.2721,41.6876,40.4903,39.2517,37.8960,37.5810,37.2502,36.6342,35.9956,34.9114,33.9592,32.9828,32.9725,32.1221,31.9764,31.8210,31.1260,30.8958,30.1314,29.8981,29.5471,28.9186,28.6705,28.4086,28.0231,27.7807,27.6934,27.2623,26.8204,26.6892,26.2237,25.9247,25.3776,25.2853,24.7255,24.5322,24.2359,23.9246,23.7908,23.4563,23.1479,23.1202,22.8515,22.3982,22.1479,21.9795,21.7901,21.4035,21.0406,20.7518,20.5730,20.2640,19.9149,19.7796,19.7562,19.4031,18.9591,18.8265,18.5354,18.1203,17.7573,17.7257,17.4220,17.0887,16.8027,16.4715,16.1976,15.9757,15.7975,15.7187,15.3636,14.7010,14.3991,14.0100,13.7031,13.5783,13.2985,13.0159,12.8548,12.7230,12.2889,12.1117,11.4910,11.3147,11.1074,10.7198,10.4355,10.1881,10.0330,9.8337,9.5535,9.0490,8.8617,8.6033,8.1748,7.8087,7.5572,7.2814,7.1035,6.5859,6.1280,5.8500,5.3464,
310.3219,208.1181,186.8899,172.6158,166.7785,159.1378,149.8115,139.7739,123.9737,104.4962,94.6244,88.8084,84.7374,74.9355,72.6009,65.0892,64.1432,62.4863,58.9297,55.6950,55.2598,49.4487,46.9496,45.5894,43.5840,40.6734,40.1762,38.0863,37.8614,36.9685,36.2042,34.0565,32.6165,32.3995,31.2192,30.9216,30.6560,30.1847,29.5196,28.8484,28.3284,27.1590,26.8096,26.6127,25.8374,25.7227,25.0421,24.1049,22.9535,22.4453,21.4873,20.9309,20.3689,19.9133,19.6874,19.0457,18.6724,18.3315,17.8664,17.3314,17.0501,16.5278,16.2445,15.6876,15.4903,15.2169,14.6371,14.6086,13.8708,13.3163,13.0162,12.7331,12.4856,12.0433,11.0504,10.9456,10.8206,10.2481,10.0498,9.7491,9.3396,9.2445,8.9736,8.6866,8.4599,8.2145,8.0899,7.7666,7.4705,7.2233,7.0149,6.9022,6.6275,6.5527,6.4729,6.2415,6.1677,5.9980,5.8017,5.4999,5.3055,5.1530,4.9848,4.9675,4.8479,4.6033,4.4319,4.3213,4.2041,4.1292,3.9325,3.8972,3.8344,3.6733,3.5911,3.4938,3.3799,3.3221,3.2061,3.1488,3.0094,2.8862,2.8375,2.7477,2.6719,2.3913,2.3310,2.0892,
257.2812,163.2323,141.2414,126.3501,118.2299,100.1486,94.8530,84.1604,71.5119,68.2529,65.4849,62.9883,58.1147,52.5253,51.8523,50.5647,50.2617,47.9992,46.5016,43.9271,42.9013,42.2483,41.2381,40.0943,39.5566,38.9158,38.2235,37.5342,36.7907,35.2295,34.9219,34.7415,34.2318,33.3204,32.9980,32.3977,31.7279,31.2835,30.8360,30.4776,30.1812,29.8473,29.2841,28.8724,28.5892,28.1114,27.7772,27.3411,27.1104,26.7133,26.2466,25.7464,25.6020,25.0795,24.8088,24.2588,24.1477,23.7366,23.4371,23.2597,22.9659,22.8035,22.4289,22.2578,21.8983,21.5751,21.3754,21.1618,20.8643,20.6092,20.4779,20.2650,19.8111,19.6802,19.3336,18.9167,18.7194,18.5200,18.3694,18.1912,17.9573,17.7595,17.3464,16.9837,16.7453,16.4701,16.3857,16.2674,15.9844,15.8419,15.5553,15.2078,15.0248,14.8938,14.5058,14.3907,13.9535,13.8229,13.6891,13.3897,12.9494,12.8081,12.6175,12.4733,11.9540,11.6045,11.4994,11.4412,11.1576,10.9753,10.5996,10.3935,10.0584,9.9993,9.7711,9.6268,9.0035,8.7716,8.1122,8.0191,7.7880,7.5790,7.3640,6.9339,6.7980,6.2319,5.6779,5.5594,
363.3644,288.6044,197.1474,174.2865,158.6127,144.7559,133.3473,119.1732,112.1466,99.1083,96.2142,81.8126,75.0130,73.4127,64.0675,61.3977,57.8706,53.4669,47.4915,45.1366,41.9325,40.8256,39.2545,35.6691,33.2559,32.9310,31.8383,31.3787,30.3695,28.9349,27.8213,27.1264,26.0794,25.2839,24.1230,23.8585,23.6071,22.5472,21.8215,21.1971,20.6931,19.8692,19.3284,17.3157,17.0476,16.1474,15.2169,14.6169,13.9920,13.5621,12.6793,12.0796,11.1711,10.9553,10.7150,9.9938,9.7322,9.2683,8.9234,8.7410,8.4426,8.1069,7.8249,7.5920,7.3383,7.1337,6.9695,6.4097,6.2174,6.1880,5.8602,5.6578,5.4536,5.2342,4.9206,4.8709,4.6398,4.4967,4.4037,4.2816,4.0747,3.9188,3.8211,3.7520,3.6630,3.5774,3.5130,3.4539,3.3817,3.2897,3.1561,3.0504,2.9761,2.9076,2.8930,2.7888,2.7448,2.6591,2.5686,2.5248,2.5164,2.4129,2.3982,2.3779,2.2645,2.2451,2.1654,2.1558,2.1128,2.0818,2.0434,1.9815,1.9166,1.9072,1.8171,1.8016,1.7465,1.7188,1.6924,1.6192,1.6002,1.5843,1.5387,1.5083,1.4595,1.4388,1.3727,1.3218,
248.7281,165.5825,145.6724,137.3651,131.6163,101.2667,78.8733,59.8365,49.7090,41.9194,38.1379,34.3718,30.3523,28.6993,26.6040,24.9545,22.7063,21.3684,19.8158,18.1671,16.1605,15.9612,14.8659,14.3351,12.8849,12.5308,12.1458,11.3003,10.8104,10.4737,10.0327,9.0590,9.0298,8.3924,8.2178,7.5604,7.4101,7.0192,6.6713,6.4802,6.2749,5.8921,5.6672,5.4592,5.3020,5.1363,4.8596,4.5882,4.3902,4.3829,4.0976,4.0012,3.8624,3.6640,3.5184,3.3281,3.2421,3.1234,3.0043,2.9642,2.7681,2.6874,2.6817,2.6196,2.5943,2.4901,2.4183,2.3230,2.2812,2.2114,2.1898,2.1490,2.1387,2.0619,2.0072,1.8941,1.8512,1.7955,1.7866,1.7477,1.7265,1.6938,1.6444,1.6030,1.5819,1.5389,1.5297,1.5000,1.4932,1.4190,1.4130,1.3766,1.3558,1.3402,1.3021,1.2812,1.2580,1.2490,1.2424,1.2174,1.2155,1.1861,1.1737,1.1409,1.1199,1.0932,1.0810,1.0688,1.0595,1.0420,1.0140,0.9930,0.9848,0.9627,0.9410,0.9286,0.9142,0.9074,0.8852,0.8621,0.8488,0.8359,0.8308,0.7979,0.7841,0.7524,0.7265,0.7112,
